"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-11","LBT","6","Dirt","Sheza Tacy Gator"," 5 ","5",""
"2020-06-11","LBT","6","Dirt","Sb Dosey Doe"," 6 ","6",""
"2020-06-11","LBT","6","Dirt","Relentless Fire"," 7 ","7",""
"2020-06-11","TDN","1","Dirt","Zippninthecity"," 1 ","1","3-1"
"2020-06-11","TDN","1","Dirt","Lutzy Lu"," 2 ","2","15-1"
"2020-06-11","TDN","1","Dirt","Lightning Miss"," 3 ","3","7-2"
"2020-06-11","TDN","1","Dirt","Miss Bombon"," 4 ","4","4-1"
"2020-06-11","TDN","1","Dirt","Eowyn's Paradise"," 5 ","5","12-1"
"2020-06-11","TDN","1","Dirt","Gun Thing"," 6 ","6","10-1"
"2020-06-11","TDN","1","Dirt","Plus Size Value"," 7 ","7","6-1"
"2020-06-11","TDN","1","Dirt","Tolly Club"," 8 ","8","8-1"
"2020-06-11","TDN","1","Dirt","Even If"," 9 ","9","6-1"
"2020-06-11","TDN","2","Dirt","Shehasit Too"," 1 ","1","9-2"
"2020-06-11","TDN","2","Dirt","I Got the Time"," 2 ","2","7-2"
"2020-06-11","TDN","2","Dirt","It's Springtime"," 3 ","3","8-1"
"2020-06-11","TDN","2","Dirt","Our Princess Belle"," 4 ","4","6-1"
"2020-06-11","TDN","2","Dirt","Sure She's Grand"," 5 ","5","3-1"
"2020-06-11","TDN","2","Dirt","Halo's Paradise"," 6 ","6","5-2"
"2020-06-11","TDN","3","Dirt","Typothetae","1  ","8","6-1"
"2020-06-11","TDN","3","Dirt","Gizmo Jones","1A ","10","6-1"
"2020-06-11","TDN","3","Dirt","Awesome Halo","2  ","1","9-2"
"2020-06-11","TDN","3","Dirt","Father Dennis","3  ","2","6-1"
"2020-06-11","TDN","3","Dirt","Angel's Knight","4  ","3","15-1"
"2020-06-11","TDN","3","Dirt","Red Chill","5  ","4","12-1"
"2020-06-11","TDN","3","Dirt","Dinesen","6  ","5","7-2"
"2020-06-11","TDN","3","Dirt","Dapper Jack","7  ","6","3-1"
"2020-06-11","TDN","3","Dirt","Leo D","8  ","7","10-1"
"2020-06-11","TDN","3","Dirt","Emperor's Gold"," 9 ","9","8-1"
"2020-06-11","TDN","4","Dirt","Flat Out Super"," 1 ","1","6-1"
"2020-06-11","TDN","4","Dirt","Trueamericanbeauty"," 2 ","2","5-2"
"2020-06-11","TDN","4","Dirt","Heatherfromphoenix"," 3 ","3","7-2"
"2020-06-11","TDN","4","Dirt","Publicist"," 4 ","4","9-2"
"2020-06-11","TDN","4","Dirt","Gentle Kiss"," 5 ","5","8-1"
"2020-06-11","TDN","4","Dirt","Meet Me Half Way"," 6 ","6","3-1"
"2020-06-11","TDN","5","Dirt","Wings of Freedom","1  ","2","7-2"
"2020-06-11","TDN","5","Dirt","Often Enough","1A ","7","7-2"
"2020-06-11","TDN","5","Dirt","Doctoriat","2  ","1","5-2"
"2020-06-11","TDN","5","Dirt","Grand Kitten"," 3 ","3","6-1"
"2020-06-11","TDN","5","Dirt","Show Sliding Home"," 4 ","4","3-1"
"2020-06-11","TDN","5","Dirt","My Man Archie"," 5 ","5","8-1"
"2020-06-11","TDN","5","Dirt","Even Keeled"," 6 ","6","9-2"
"2020-06-11","TDN","6","Dirt","Rise to Power"," 1 ","1","10-1"
"2020-06-11","TDN","6","Dirt","Warrior Baby"," 2 ","2","15-1"
"2020-06-11","TDN","6","Dirt","Impazible Mink"," 3 ","3","20-1"
"2020-06-11","TDN","6","Dirt","Designate"," 4 ","4","12-1"
"2020-06-11","TDN","6","Dirt","Birdstar"," 5 ","5","20-1"
"2020-06-11","TDN","6","Dirt","Dream On Gorgeous"," 6 ","6","15-1"
"2020-06-11","TDN","6","Dirt","Hopes and Prayers"," 7 ","7","20-1"
"2020-06-11","TDN","6","Dirt","Awesome Machine"," 8 ","8","6-1"
"2020-06-11","TDN","6","Dirt","Dark Temptress"," 9 ","9","6-1"
"2020-06-11","TDN","6","Dirt","Dancewiththedevil","10 ","10","5-1"
"2020-06-11","TDN","6","Dirt","Collude","11 ","11","4-1"
"2020-06-11","TDN","6","Dirt","My Sweet Kat","12 ","12","7-2"
"2020-06-11","TDN","7","Dirt","Mo Dont No","1  ","1","3-1"
"2020-06-11","TDN","7","Dirt","King Creed","1A ","7","3-1"
"2020-06-11","TDN","7","Dirt","Glennwood"," 2 ","2","9-2"
"2020-06-11","TDN","7","Dirt","Over Icce"," 3 ","3","7-2"
"2020-06-11","TDN","7","Dirt","More Than Good"," 4 ","4","6-1"
"2020-06-11","TDN","7","Dirt","Altissimo"," 5 ","5","5-2"
"2020-06-11","TDN","7","Dirt","Woodland Walk"," 6 ","6","8-1"
"2020-06-11","TDN","8","Dirt","Susies Who"," 1 ","1","5-2"
"2020-06-11","TDN","8","Dirt","Johanna's Pet"," 2 ","2","7-2"
"2020-06-11","TDN","8","Dirt","Magna Money"," 3 ","3","6-1"
"2020-06-11","TDN","8","Dirt","Chit Chatting"," 4 ","4","3-1"
"2020-06-11","TDN","8","Dirt","Wolf Eyes"," 5 ","5","8-1"
"2020-06-11","TDN","8","Dirt","Miss Irish Boss"," 6 ","6","9-2"
